category,material_tier,size,labor_hours,complexity_score,quality_score,market_saturation,hourly_wage,material_cost,price
Leatherwork,Economy,Medium,5.1,3.78,76.9,0.356,127.5,360.0,1464.0
Woodwork,Standard,Medium,4.4,6.26,61.0,0.258,120.2,460.0,1909.0
Pottery,Economy,Large,1.0,3.43,94.0,0.522,103.8,153.6,467.0
Jewelry,Economy,Medium,11.2,0.87,67.1,0.372,67.6,480.0,1940.0
BambooCane,Premium,Medium,17.1,5.61,44.3,0.702,79.9,270.0,2404.0
Pottery,Economy,Small,8.1,1.74,70.8,0.603,131.1,67.2,1555.0
Textile,Economy,Small,12.5,4.23,54.9,0.66,79.4,196.0,1644.0
Painting,Premium,Large,11.4,6.11,72.6,0.286,108.8,720.0,4332.0
Metalware,Standard,Large,4.6,3.21,63.8,0.35,117.9,920.0,2502.0
Leatherwork,Economy,Large,17.6,3.29,74.1,0.298,137.1,576.0,4962.0
Painting,Premium,Medium,7.5,1.94,73.7,0.329,128.7,450.0,2168.0
Woodwork,Standard,Small,15.7,6.12,92.4,0.391,95.5,322.0,4075.0
Jewelry,Standard,Small,5.5,4.69,74.1,0.675,75.3,483.0,1498.0
Painting,Economy,Small,10.6,0.54,71.1,0.488,78.5,140.0,1415.0
Textile,Standard,Large,6.1,0.68,78.9,0.533,106.7,644.0,1620.0
Woodwork,Economy,Small,11.8,2.33,91.2,0.846,60.4,224.0,1296.0
Leatherwork,Economy,Medium,17.7,4.71,94.6,0.367,70.6,360.0,3286.0
Painting,Standard,Medium,9.1,3.01,85.1,0.707,82.4,287.5,1610.0
Metalware,Premium,Small,2.9,3.97,44.0,0.35,139.4,630.0,1362.0
Leatherwork,Standard,Small,12.5,4.01,78.7,0.513,135.8,362.2,3709.0
Textile,Premium,Medium,2.2,7.7,69.4,0.564,143.8,630.0,1856.0
BambooCane,Economy,Medium,5.8,3.71,76.0,0.167,109.9,120.0,1253.0
Leatherwork,Economy,Large,6.1,3.55,81.8,0.245,76.9,576.0,2164.0
Leatherwork,Economy,Small,8.7,5.86,66.5,0.444,68.8,252.0,1767.0
BambooCane,Premium,Large,15.4,4.04,96.0,0.685,94.6,432.0,2979.0
Textile,Standard,Large,7.2,4.95,62.2,0.289,103.7,644.0,2460.0
Textile,Economy,Medium,6.5,1.99,70.1,0.373,67.6,280.0,1206.0
Metalware,Standard,Medium,14.1,6.87,76.7,0.638,77.1,575.0,2975.0
Woodwork,Premium,Medium,9.6,2.32,74.6,0.704,146.0,720.0,3261.0
Pottery,Premium,Medium,7.7,0.96,53.5,0.767,90.5,216.0,1031.0
BambooCane,Economy,Small,10.9,3.8,75.8,0.554,125.5,84.0,2642.0
Textile,Standard,Large,7.9,0.69,84.5,0.616,89.6,644.0,1813.0
Textile,Standard,Small,1.7,3.68,83.1,0.551,90.3,281.7,719.0
BambooCane,Standard,Small,11.4,1.16,87.6,0.46,107.7,120.7,2182.0
Jewelry,Standard,Medium,25.6,2.69,100.0,0.691,148.4,690.0,7630.0
BambooCane,Standard,Large,12.6,2.01,89.9,0.532,106.5,276.0,2570.0
Metalware,Standard,Medium,4.0,4.68,90.9,0.55,81.4,575.0,1674.0
Textile,Premium,Small,6.8,4.13,71.8,0.487,121.5,441.0,2237.0
Leatherwork,Premium,Medium,10.4,6.73,80.6,0.446,67.2,810.0,3340.0
BambooCane,Premium,Medium,12.6,3.33,78.3,0.32,73.0,270.0,1816.0
Metalware,Standard,Small,5.1,5.52,97.1,0.322,90.7,402.5,1983.0
Pottery,Standard,Small,9.1,1.95,42.7,0.672,64.4,96.6,815.0
BambooCane,Economy,Medium,5.4,2.77,75.0,0.603,102.7,120.0,1078.0
Woodwork,Premium,Small,5.5,1.68,59.3,0.337,96.6,504.0,1495.0
Painting,Standard,Medium,7.0,2.55,91.7,0.895,121.0,287.5,1615.0
Painting,Premium,Small,3.0,4.64,57.5,0.742,72.1,315.0,733.0
Jewelry,Standard,Medium,6.0,4.13,65.0,0.588,111.4,690.0,2229.0
Painting,Standard,Medium,26.5,5.36,81.1,0.146,132.3,287.5,8992.0
BambooCane,Standard,Medium,15.8,1.47,51.0,0.243,90.5,172.5,1734.0
Pottery,Premium,Large,7.6,5.0,67.9,0.739,146.5,345.6,2158.0
Painting,Standard,Small,7.9,4.93,80.4,0.293,117.5,201.2,2390.0
Pottery,Standard,Small,11.7,1.65,90.4,0.627,85.7,96.6,1548.0
Textile,Standard,Medium,26.5,2.89,72.8,0.629,88.1,402.5,3692.0
Textile,Standard,Medium,9.3,4.38,74.5,0.819,102.1,402.5,1754.0
Textile,Economy,Large,6.3,5.77,92.5,0.509,110.8,448.0,2412.0
BambooCane,Standard,Small,6.1,4.37,80.1,0.132,106.0,120.7,1576.0
Jewelry,Standard,Small,3.9,5.45,86.2,0.369,94.7,483.0,1931.0
Painting,Economy,Medium,18.8,3.3,43.6,0.501,105.3,200.0,2699.0
Metalware,Standard,Small,3.4,0.91,70.0,0.667,69.6,402.5,779.0
Jewelry,Standard,Large,15.7,8.06,50.1,0.395,64.7,1104.0,4115.0
Textile,Economy,Large,12.5,3.13,81.0,0.442,133.1,448.0,3564.0
Woodwork,Standard,Medium,9.0,8.01,62.6,0.873,104.8,460.0,2298.0
Painting,Economy,Medium,7.2,4.95,83.3,0.676,97.2,200.0,1459.0
Textile,Standard,Medium,2.8,0.89,93.1,0.192,97.2,402.5,1027.0
Painting,Economy,Small,2.6,0.7,73.1,0.875,132.4,140.0,575.0
Metalware,Economy,Small,6.3,3.14,89.9,0.14,91.6,280.0,1691.0
Metalware,Economy,Large,9.6,2.2,54.9,0.391,137.3,640.0,2613.0
Leatherwork,Economy,Large,18.8,6.17,52.0,0.834,119.7,576.0,3569.0
Woodwork,Standard,Medium,9.2,3.1,55.6,0.853,139.9,460.0,2479.0
Pottery,Premium,Large,2.1,4.69,72.0,0.488,116.1,345.6,959.0
Leatherwork,Economy,Large,9.0,7.14,37.2,0.605,63.4,576.0,1826.0
BambooCane,Standard,Small,9.0,5.32,50.3,0.659,142.6,120.7,2292.0
Pottery,Standard,Small,5.1,6.6,77.1,0.734,128.9,96.6,1366.0
Pottery,Premium,Small,4.8,1.7,76.9,0.598,144.0,151.2,1131.0
Jewelry,Standard,Large,4.6,5.18,57.8,0.204,85.9,1104.0,2837.0
Pottery,Standard,Medium,8.7,1.2,67.9,0.658,129.3,138.0,1451.0
Woodwork,Economy,Small,7.3,0.8,68.0,0.5,83.7,224.0,1068.0
Painting,Premium,Medium,2.6,1.97,63.5,0.215,84.0,450.0,1186.0
BambooCane,Premium,Medium,10.4,3.72,88.9,0.933,85.6,270.0,1616.0
Textile,Standard,Large,12.9,6.35,45.0,0.401,133.1,644.0,4291.0
Metalware,Standard,Large,9.0,3.61,63.8,0.819,100.3,920.0,2614.0
Pottery,Premium,Medium,7.4,5.87,80.7,0.891,109.0,216.0,1715.0
BambooCane,Premium,Medium,9.5,2.4,98.7,0.11,116.7,270.0,2604.0
Textile,Economy,Large,2.8,6.56,43.4,0.528,145.4,448.0,1385.0
Painting,Economy,Medium,3.1,4.99,82.9,0.418,67.3,200.0,891.0
Leatherwork,Standard,Medium,8.2,1.28,70.4,0.213,145.1,517.5,2720.0
BambooCane,Economy,Medium,6.9,6.29,57.4,0.885,86.9,120.0,1071.0
Textile,Economy,Medium,18.3,0.5,81.0,0.768,132.9,280.0,2759.0
Jewelry,Premium,Small,9.5,1.1,79.1,0.05,68.1,756.0,2033.0
Textile,Premium,Medium,4.4,2.86,81.2,0.48,69.1,630.0,1233.0
Jewelry,Economy,Large,4.1,4.51,77.3,0.232,129.5,768.0,2725.0
Woodwork,Standard,Small,11.4,1.36,51.1,0.471,93.6,322.0,1910.0
Leatherwork,Premium,Medium,6.3,2.88,83.9,0.623,64.9,810.0,1902.0
Textile,Standard,Medium,19.3,1.25,78.1,0.325,67.1,402.5,2750.0
Woodwork,Standard,Large,3.7,1.97,74.4,0.671,129.3,736.0,1451.0
Pottery,Premium,Small,12.2,0.8,76.2,0.917,117.6,151.2,1685.0
Jewelry,Premium,Small,7.0,2.84,64.1,0.721,146.5,756.0,2670.0
Textile,Standard,Small,10.9,6.03,100.0,0.25,133.0,281.7,4522.0
BambooCane,Economy,Small,15.6,6.29,94.1,0.877,103.9,84.0,2919.0
Jewelry,Standard,Medium,8.5,1.82,98.2,0.655,70.6,690.0,2098.0
Pottery,Standard,Small,3.4,3.94,78.3,0.788,64.6,96.6,470.0
Metalware,Premium,Medium,9.0,3.04,74.9,0.676,114.3,900.0,2766.0
Painting,Economy,Small,8.6,4.24,59.1,0.381,140.1,140.0,2402.0
Jewelry,Premium,Medium,12.8,6.05,73.6,0.269,117.9,1080.0,5880.0
Leatherwork,Standard,Small,10.1,5.12,76.0,0.254,104.9,362.2,3423.0
Pottery,Standard,Small,13.0,2.29,49.4,0.137,85.0,96.6,1671.0
Woodwork,Standard,Small,16.5,3.21,46.5,0.571,64.9,322.0,1940.0
Woodwork,Premium,Small,10.1,3.34,70.2,0.247,67.9,504.0,2255.0
Jewelry,Standard,Medium,9.2,1.95,57.9,0.099,140.0,690.0,2913.0
Painting,Economy,Medium,11.0,4.4,75.2,0.452,94.0,200.0,2279.0
Painting,Standard,Large,5.6,3.33,74.8,0.853,96.0,460.0,1455.0
Painting,Premium,Small,16.4,5.46,85.0,0.524,148.8,315.0,5070.0
Metalware,Premium,Small,6.4,2.31,29.7,0.085,66.3,630.0,1638.0
Leatherwork,Economy,Medium,18.5,2.92,78.6,0.278,101.0,360.0,4500.0
Textile,Standard,Medium,13.1,2.24,79.3,0.712,106.1,402.5,2641.0
Metalware,Standard,Medium,5.8,5.74,87.3,0.631,135.5,575.0,2594.0
Painting,Economy,Medium,13.8,4.03,100.0,0.735,103.4,200.0,3111.0
Painting,Economy,Medium,6.8,6.21,100.0,0.373,132.3,200.0,2627.0
Leatherwork,Economy,Large,6.3,1.51,67.5,0.844,147.5,576.0,1783.0
Painting,Economy,Large,11.7,2.56,65.9,0.082,105.9,320.0,2364.0
BambooCane,Economy,Medium,14.6,3.53,53.6,0.667,134.4,120.0,2733.0
BambooCane,Standard,Large,6.4,5.78,73.3,0.578,117.3,276.0,1686.0
Textile,Standard,Small,8.3,3.1,69.4,0.155,72.3,281.7,1713.0
Painting,Economy,Small,5.0,2.23,70.6,0.474,111.2,140.0,1142.0
Metalware,Economy,Medium,5.1,4.74,47.8,0.207,82.5,400.0,1337.0
BambooCane,Premium,Medium,5.8,0.7,73.7,0.152,68.9,270.0,1099.0
Pottery,Standard,Small,6.0,5.06,99.5,0.389,118.7,96.6,1666.0
Woodwork,Economy,Small,7.4,1.15,66.9,0.945,125.9,224.0,1310.0
Painting,Standard,Medium,10.7,6.82,94.0,0.058,93.5,287.5,3639.0
Woodwork,Standard,Large,13.3,1.87,50.4,0.181,129.3,736.0,3089.0
Jewelry,Economy,Medium,8.0,1.37,71.4,0.355,106.8,480.0,1901.0
Woodwork,Standard,Large,17.7,1.93,80.0,0.7,145.6,736.0,4456.0
Textile,Economy,Medium,11.0,1.9,83.0,0.502,68.2,280.0,1571.0
Painting,Economy,Medium,3.1,6.85,70.1,0.452,68.5,200.0,781.0
Leatherwork,Economy,Small,5.9,2.16,79.2,0.456,143.8,252.0,1829.0
Metalware,Economy,Medium,5.5,3.62,66.9,0.57,110.7,400.0,1427.0
Pottery,Premium,Large,3.9,4.32,76.2,0.12,141.8,345.6,1731.0
Painting,Standard,Small,13.9,4.15,53.8,0.606,148.1,201.2,3616.0
BambooCane,Economy,Small,6.8,6.45,71.5,0.578,65.6,84.0,1195.0
Pottery,Economy,Small,11.3,9.22,50.8,0.296,99.7,67.2,2751.0
Pottery,Standard,Small,8.1,3.96,100.0,0.05,149.4,96.6,2793.0
BambooCane,Standard,Medium,2.1,6.36,59.7,0.533,122.7,172.5,762.0
Painting,Economy,Medium,2.9,5.19,56.6,0.8,90.2,200.0,626.0
Metalware,Standard,Large,3.2,3.27,80.9,0.847,136.7,920.0,1690.0
Painting,Economy,Large,9.1,2.02,86.7,0.732,102.8,320.0,1922.0
Leatherwork,Economy,Medium,1.9,8.53,98.1,0.777,104.2,360.0,1135.0
Leatherwork,Standard,Large,9.0,0.5,50.4,0.352,136.6,828.0,2736.0
Metalware,Economy,Medium,4.3,1.08,69.9,0.336,111.5,400.0,1194.0
Leatherwork,Standard,Medium,4.9,6.97,90.3,0.296,108.9,517.5,2501.0
Pottery,Economy,Medium,14.7,5.45,77.1,0.63,94.4,96.0,2622.0
Leatherwork,Standard,Medium,9.6,4.43,78.3,0.36,130.4,517.5,3688.0
Leatherwork,Premium,Small,8.7,4.09,74.6,0.476,102.2,567.0,2284.0
Textile,Premium,Medium,9.1,3.48,67.4,0.181,73.4,630.0,2346.0
Metalware,Premium,Large,15.4,3.94,54.6,0.571,117.2,1440.0,5350.0
Textile,Economy,Small,9.5,4.84,46.4,0.588,147.2,196.0,2436.0
Metalware,Economy,Medium,2.2,0.57,79.3,0.58,142.7,400.0,919.0
Textile,Premium,Medium,13.4,1.31,52.9,0.48,61.7,630.0,1789.0
Pottery,Standard,Medium,9.6,5.57,40.1,0.76,137.5,138.0,2279.0
Pottery,Premium,Medium,5.1,6.8,55.3,0.622,128.3,216.0,1769.0
Metalware,Premium,Small,8.9,0.85,88.8,0.706,132.8,630.0,2282.0
Jewelry,Premium,Medium,6.6,2.76,99.5,0.623,118.6,1080.0,2849.0
Textile,Standard,Medium,8.0,1.8,100.0,0.836,145.2,402.5,2040.0
Pottery,Standard,Medium,28.5,2.1,58.4,0.119,62.2,138.0,2956.0
BambooCane,Standard,Medium,7.2,1.93,97.4,0.477,86.1,172.5,1286.0
Pottery,Premium,Medium,15.1,5.03,88.5,0.818,132.6,216.0,3804.0
Textile,Premium,Medium,8.0,5.53,62.5,0.736,71.1,630.0,1890.0
Leatherwork,Standard,Medium,11.3,3.34,52.7,0.814,82.8,517.5,1877.0
Metalware,Standard,Small,2.7,3.92,80.9,0.621,137.2,402.5,1395.0
Pottery,Economy,Medium,6.5,4.28,60.2,0.783,62.1,96.0,491.0
Pottery,Standard,Medium,8.4,4.31,93.7,0.455,136.1,138.0,2432.0
Painting,Standard,Small,8.8,2.6,52.2,0.682,135.8,201.2,1669.0
BambooCane,Standard,Medium,8.6,4.8,73.5,0.297,125.9,172.5,2405.0
Jewelry,Standard,Large,5.7,3.99,71.8,0.283,135.2,1104.0,3658.0
Jewelry,Standard,Medium,10.8,0.81,67.8,0.294,63.1,690.0,1743.0
Painting,Standard,Medium,1.8,1.23,67.6,0.905,90.5,287.5,500.0
Woodwork,Standard,Medium,17.5,5.41,76.9,0.673,99.9,460.0,4133.0
Leatherwork,Premium,Medium,28.3,5.28,96.2,0.475,65.7,810.0,5384.0
BambooCane,Economy,Small,4.7,5.83,78.9,0.632,118.0,84.0,1256.0
Metalware,Economy,Small,5.4,4.63,93.0,0.95,95.5,280.0,1137.0
Woodwork,Economy,Medium,5.7,6.98,68.1,0.406,112.9,320.0,1968.0
Textile,Standard,Medium,22.9,6.33,90.6,0.828,107.9,402.5,4693.0
Metalware,Standard,Small,6.5,3.62,73.5,0.449,106.6,402.5,2022.0
Textile,Standard,Large,4.3,2.8,48.6,0.05,117.1,644.0,1634.0
BambooCane,Standard,Small,2.2,4.73,63.6,0.406,80.6,120.7,530.0
Painting,Economy,Medium,13.1,4.92,69.6,0.303,119.4,200.0,3551.0
Woodwork,Standard,Medium,12.5,7.04,59.2,0.684,103.9,460.0,3530.0
BambooCane,Premium,Small,13.0,3.48,95.3,0.508,132.0,189.0,3382.0
Woodwork,Premium,Medium,1.0,0.88,100.0,0.336,114.1,720.0,1364.0
BambooCane,Premium,Small,21.6,2.83,77.9,0.219,113.6,189.0,4372.0
Painting,Standard,Medium,20.9,1.08,71.1,0.25,141.8,287.5,5369.0
Pottery,Premium,Small,7.9,2.03,66.5,0.418,114.1,151.2,1845.0
BambooCane,Standard,Small,15.0,2.39,86.5,0.535,99.9,120.7,2961.0
Painting,Premium,Medium,3.6,5.57,62.3,0.437,82.2,450.0,1423.0
Pottery,Standard,Medium,15.5,5.75,56.2,0.243,61.7,138.0,2076.0
Jewelry,Economy,Small,6.9,4.38,63.8,0.549,96.2,336.0,1700.0
Metalware,Standard,Small,10.0,5.7,100.0,0.732,86.0,402.5,2217.0
Pottery,Standard,Medium,13.1,5.92,78.4,0.337,147.2,138.0,4158.0
Leatherwork,Standard,Medium,9.2,4.45,45.9,0.741,125.9,517.5,2163.0
BambooCane,Economy,Medium,4.0,3.14,69.7,0.59,101.6,120.0,942.0
Painting,Premium,Medium,5.3,2.19,94.8,0.312,88.0,450.0,1925.0
Metalware,Premium,Medium,6.0,7.35,49.3,0.103,123.5,900.0,3411.0
Textile,Premium,Small,10.4,7.4,66.8,0.369,64.5,441.0,2449.0
Metalware,Standard,Medium,21.7,6.04,73.9,0.421,112.2,575.0,5803.0
BambooCane,Economy,Small,9.4,1.74,45.5,0.693,77.9,84.0,830.0
Textile,Economy,Small,8.1,3.31,79.8,0.348,143.2,196.0,2465.0
Jewelry,Standard,Small,3.9,2.66,51.8,0.16,116.4,483.0,1457.0
Woodwork,Economy,Medium,6.3,5.19,47.0,0.652,88.5,320.0,1401.0
Metalware,Standard,Large,6.4,3.8,49.3,0.406,69.0,920.0,2096.0
BambooCane,Standard,Small,1.2,4.66,100.0,0.26,62.3,120.7,444.0
Textile,Economy,Small,20.0,8.59,79.0,0.277,114.9,196.0,6363.0
Metalware,Economy,Medium,10.4,4.71,65.3,0.373,114.2,400.0,2815.0
BambooCane,Standard,Small,3.2,1.57,64.2,0.417,69.6,120.7,562.0
Metalware,Premium,Large,8.2,7.17,89.7,0.331,78.6,1440.0,4863.0
Woodwork,Economy,Small,13.8,4.81,46.2,0.314,131.2,224.0,3120.0
BambooCane,Standard,Medium,8.1,2.81,38.4,0.463,96.4,172.5,1254.0
Leatherwork,Economy,Large,10.2,5.63,51.9,0.82,113.6,576.0,2263.0
Metalware,Standard,Small,6.3,6.34,80.6,0.73,74.6,402.5,1623.0
Leatherwork,Standard,Medium,3.1,5.89,61.0,0.597,133.6,517.5,1395.0
Jewelry,Economy,Medium,10.1,4.6,79.8,0.918,72.7,480.0,2038.0
Woodwork,Economy,Medium,8.5,0.53,91.5,0.516,147.0,320.0,1860.0
Pottery,Standard,Small,3.5,1.95,72.5,0.201,144.7,96.6,1078.0
Painting,Economy,Medium,9.8,3.61,20.0,0.445,101.6,200.0,1597.0
Painting,Economy,Small,13.3,1.77,64.8,0.389,116.0,140.0,2351.0
Jewelry,Standard,Small,3.6,5.67,80.2,0.743,81.8,483.0,1430.0
Leatherwork,Standard,Medium,8.7,6.42,69.4,0.254,108.0,517.5,2991.0
Pottery,Standard,Large,19.0,1.12,74.5,0.426,61.8,220.8,2016.0
Pottery,Economy,Medium,2.3,2.79,71.5,0.897,113.4,96.0,424.0
Pottery,Standard,Small,5.7,3.96,96.5,0.468,121.1,96.6,1501.0
Woodwork,Premium,Medium,2.9,6.84,63.3,0.497,131.1,720.0,2044.0
Metalware,Premium,Medium,8.5,5.07,73.7,0.303,144.0,900.0,4184.0
Woodwork,Premium,Medium,3.0,6.9,81.6,0.205,97.7,720.0,2576.0
Painting,Standard,Medium,13.0,4.63,87.7,0.212,69.0,287.5,2734.0
Pottery,Standard,Small,10.2,3.94,69.8,0.4,71.5,96.6,1416.0
Pottery,Premium,Small,18.9,4.42,95.9,0.742,135.2,151.2,4336.0
Leatherwork,Economy,Medium,7.4,6.48,81.1,0.651,102.3,360.0,2256.0
Jewelry,Economy,Small,8.6,7.14,79.2,0.05,110.9,336.0,3070.0
Metalware,Standard,Small,3.9,1.59,72.7,0.095,71.2,402.5,1319.0
Painting,Premium,Large,13.1,2.93,43.0,0.423,140.8,720.0,3591.0
Pottery,Standard,Small,14.8,4.72,69.4,0.379,116.2,96.6,3738.0
Metalware,Economy,Small,1.6,3.36,76.5,0.686,69.0,280.0,615.0
Metalware,Premium,Small,13.3,1.46,71.0,0.191,90.7,630.0,3060.0
Jewelry,Economy,Small,5.9,1.06,88.8,0.549,148.5,336.0,1918.0
Leatherwork,Standard,Medium,2.5,3.09,58.4,0.454,69.7,517.5,933.0
BambooCane,Economy,Large,14.5,8.53,74.8,0.715,106.1,192.0,3649.0
Jewelry,Standard,Medium,2.1,3.55,54.3,0.456,73.1,690.0,1198.0
Pottery,Economy,Medium,21.9,5.83,71.5,0.186,130.6,96.0,5711.0
Jewelry,Premium,Large,3.1,1.2,60.0,0.781,132.9,1728.0,2335.0
Painting,Premium,Small,15.4,7.78,72.6,0.33,125.5,315.0,5775.0
Jewelry,Standard,Medium,10.5,5.52,67.2,0.747,126.9,690.0,3443.0
Jewelry,Economy,Small,4.1,3.77,73.2,0.609,141.6,336.0,1422.0
Leatherwork,Standard,Medium,10.8,1.84,66.9,0.147,97.4,517.5,2284.0
BambooCane,Premium,Medium,2.7,5.57,77.3,0.595,147.0,270.0,1187.0
Woodwork,Standard,Small,10.8,5.42,83.0,0.512,106.3,322.0,2946.0
Woodwork,Economy,Medium,9.0,6.41,71.4,0.72,96.9,320.0,2258.0
Leatherwork,Standard,Medium,4.7,4.5,64.7,0.066,109.0,517.5,2000.0
Leatherwork,Premium,Large,5.2,4.3,73.5,0.792,77.2,1296.0,2512.0
Painting,Premium,Small,17.0,4.03,85.8,0.887,63.4,315.0,1934.0
Pottery,Standard,Small,2.5,2.54,45.5,0.907,99.2,96.6,374.0
Jewelry,Standard,Medium,5.5,7.32,56.0,0.482,147.4,690.0,2558.0
Woodwork,Premium,Medium,9.2,5.99,56.8,0.658,147.8,720.0,3405.0
Woodwork,Standard,Small,16.9,4.51,85.8,0.904,114.8,322.0,3866.0
Jewelry,Economy,Small,3.5,1.61,60.2,0.22,97.6,336.0,1107.0
Jewelry,Standard,Small,19.3,2.21,60.3,0.094,99.0,483.0,4277.0
Woodwork,Economy,Medium,11.2,5.86,95.0,0.542,135.1,320.0,3313.0
Metalware,Standard,Small,6.8,3.16,77.0,0.242,121.4,402.5,2057.0
Painting,Standard,Medium,7.1,2.67,56.0,0.427,60.8,287.5,1008.0
Painting,Economy,Medium,6.2,8.2,72.8,0.234,117.6,200.0,2451.0
Leatherwork,Economy,Small,1.8,2.29,70.3,0.477,138.6,252.0,637.0
Pottery,Premium,Medium,2.7,5.37,62.9,0.661,134.3,216.0,965.0
BambooCane,Standard,Medium,7.1,6.62,64.6,0.949,105.9,172.5,1370.0
Metalware,Premium,Medium,6.9,1.92,51.5,0.542,137.1,900.0,2033.0
Painting,Premium,Medium,7.9,5.17,68.7,0.368,96.8,450.0,2427.0
Jewelry,Economy,Small,6.1,5.09,53.3,0.192,87.6,336.0,1626.0
Leatherwork,Standard,Medium,6.3,2.38,68.9,0.474,78.7,517.5,1571.0
Pottery,Standard,Medium,2.4,1.96,74.9,0.289,83.1,138.0,463.0
Painting,Premium,Large,9.3,4.37,42.5,0.471,110.8,720.0,2115.0
Pottery,Standard,Medium,20.9,4.36,70.3,0.187,80.0,138.0,3448.0
Leatherwork,Standard,Small,18.5,4.98,45.3,0.266,146.0,362.2,4907.0
Painting,Premium,Large,5.4,4.83,63.1,0.832,88.5,720.0,1640.0
Textile,Premium,Small,10.1,7.03,77.1,0.756,117.1,441.0,2455.0
Textile,Economy,Medium,9.9,3.77,77.8,0.923,67.1,280.0,1248.0
Metalware,Economy,Medium,10.0,5.84,80.6,0.368,123.5,400.0,3458.0
Metalware,Economy,Small,4.6,4.42,72.8,0.851,99.8,280.0,898.0
Metalware,Premium,Medium,7.7,6.72,69.6,0.84,68.7,900.0,2157.0
Pottery,Standard,Medium,8.6,5.71,59.1,0.207,82.9,138.0,1726.0
Leatherwork,Standard,Small,10.6,2.6,72.9,0.94,92.7,362.2,1656.0
Metalware,Standard,Medium,8.4,2.93,64.9,0.682,120.9,575.0,2189.0
Painting,Standard,Medium,20.9,5.93,80.2,0.521,147.3,287.5,6091.0
Jewelry,Economy,Medium,7.5,1.54,98.2,0.075,118.0,480.0,2352.0
Textile,Premium,Small,6.0,6.21,60.6,0.644,97.1,441.0,1394.0
Metalware,Economy,Small,4.8,1.83,61.4,0.618,121.1,280.0,1301.0
Leatherwork,Economy,Medium,11.0,5.03,63.9,0.264,62.3,360.0,2017.0
Painting,Economy,Large,7.1,5.51,76.9,0.077,95.5,320.0,2220.0
Metalware,Standard,Medium,9.3,1.39,69.9,0.555,126.3,575.0,2783.0
Painting,Standard,Medium,2.9,7.61,48.5,0.545,113.7,287.5,1074.0
Leatherwork,Economy,Large,3.9,4.94,56.3,0.59,106.1,576.0,1585.0
Leatherwork,Standard,Large,8.4,4.17,74.1,0.445,123.6,828.0,3634.0
Woodwork,Economy,Small,18.6,5.21,81.6,0.34,124.1,224.0,5802.0
Woodwork,Standard,Medium,4.4,4.03,75.9,0.65,69.7,460.0,1185.0
Leatherwork,Economy,Large,8.6,0.65,82.9,0.901,71.8,576.0,1223.0
Textile,Economy,Medium,2.6,2.89,85.1,0.62,113.0,280.0,794.0
Metalware,Standard,Large,11.4,3.88,76.4,0.105,78.9,920.0,3687.0
Textile,Economy,Large,6.0,8.01,92.4,0.67,145.4,448.0,2815.0
Metalware,Economy,Large,11.2,1.41,48.1,0.787,76.2,640.0,1703.0
Metalware,Premium,Small,13.1,2.92,44.5,0.655,78.9,630.0,2201.0
Pottery,Standard,Medium,6.8,3.47,92.1,0.142,73.8,138.0,1393.0
Textile,Economy,Medium,3.3,1.65,80.3,0.623,70.8,280.0,710.0
Woodwork,Economy,Small,13.7,6.56,48.6,0.622,128.8,224.0,3227.0
Painting,Economy,Large,12.6,0.75,75.2,0.95,120.4,320.0,1604.0
Painting,Economy,Large,6.7,5.33,66.4,0.344,141.2,320.0,2499.0
Textile,Economy,Large,7.4,0.5,62.4,0.264,128.7,448.0,2078.0
Leatherwork,Economy,Small,3.8,3.07,85.1,0.404,99.6,252.0,1181.0
Metalware,Standard,Small,19.1,3.86,45.7,0.584,145.1,402.5,4722.0
Woodwork,Standard,Small,8.1,3.37,100.0,0.422,64.2,322.0,1596.0
Leatherwork,Economy,Medium,9.8,2.06,72.6,0.068,142.5,360.0,2847.0
Pottery,Economy,Medium,6.5,5.82,67.5,0.881,69.9,96.0,839.0
Painting,Economy,Medium,9.2,6.12,47.9,0.498,99.1,200.0,1664.0
Woodwork,Premium,Medium,6.9,4.48,65.3,0.155,133.6,720.0,3223.0
Jewelry,Standard,Small,8.5,7.98,66.4,0.159,64.8,483.0,2577.0
Leatherwork,Standard,Small,9.0,8.31,69.9,0.249,128.2,362.2,4189.0
Pottery,Economy,Medium,9.4,5.4,59.6,0.109,117.1,96.0,2511.0
BambooCane,Standard,Large,9.1,4.85,49.7,0.453,116.0,276.0,2142.0
BambooCane,Standard,Medium,6.5,8.73,57.7,0.148,118.1,172.5,2330.0
Painting,Premium,Small,20.0,4.2,89.0,0.071,74.9,315.0,3506.0
Pottery,Standard,Large,3.9,2.76,56.9,0.464,92.0,220.8,702.0
Pottery,Premium,Small,3.3,1.98,87.3,0.089,136.9,151.2,1267.0
BambooCane,Economy,Medium,10.2,4.92,91.8,0.362,69.2,120.0,1911.0
Pottery,Standard,Medium,9.7,4.43,88.4,0.839,98.9,138.0,1660.0
Woodwork,Economy,Small,3.3,2.46,74.4,0.092,62.1,224.0,867.0
Pottery,Standard,Medium,4.7,3.58,53.2,0.279,79.4,138.0,940.0
Leatherwork,Premium,Small,6.3,2.86,74.6,0.497,79.6,567.0,1669.0
Leatherwork,Premium,Small,10.4,3.56,39.9,0.354,94.3,567.0,2338.0
Woodwork,Standard,Medium,8.1,6.12,67.9,0.147,105.1,460.0,2738.0
Textile,Premium,Medium,7.5,5.09,90.1,0.631,63.3,630.0,1959.0
